,lat,long,geo_address,street_code,borough,address,geometry
100102,40.7141114,-74.0174737,"Battery Park City Greenway, Manhattan Community Board 1, Manhattan, New York County, New York, 10285, United States",00102,Manhattan,BATTERY PARK CITY GREENWAY,POINT (-74.0174737 40.7141114)
100103,40.7141114,-74.0174737,"Battery Park City Greenway, Manhattan Community Board 1, Manhattan, New York County, New York, 10285, United States",00103,Manhattan,BATTERY PARK GREENWAY,POINT (-74.0174737 40.7141114)
145610,40.703334600000005,-74.01377264947348,"One Battery Park Plaza, Pearl Street, Whitehall, Financial District, Manhattan, New York County, New York, 10038, United States",45610,Manhattan,BATTERY PARK PLAZA,POINT (-74.01377264947348 40.70333460000001)
197010,40.704014,-74.01549208785715,"Battery Park Dog Park, Brooklyn-Battery Tunnel, Whitehall, Financial District, Manhattan, New York County, New York, 10004, United States",97010,Manhattan,BATTERY PARK TUNNEL,POINT (-74.01549208785715 40.704014)
112670,40.7048543,-74.01652,"Battery Place, Whitehall, Financial District, Manhattan, New York County, New York, 10280, United States",12670,Manhattan,BATTERY PLACE,POINT (-74.01652 40.7048543)
197050,40.6911896,-74.0115945,"Brooklyn-Battery Tunnel, Whitehall, Manhattan Community Board 1, Manhattan, New York County, New York, 10004, United States",97050,Manhattan,BATTERY TUNNEL,POINT (-74.0115945 40.6911896)
112710,40.716544,-73.999932,"Baxter Street, Chinatown, Manhattan, New York County, New York, 10013, United States",12710,Manhattan,BAXTER STREET,POINT (-73.999932 40.716544)
112810,40.7153396,-73.9976541,"Bayard Street, Manhattan Community Board 3, Manhattan, New York County, New York, 10013, United States",12810,Manhattan,BAYARD STREET,POINT (-73.99765410000001 40.7153396)
120340,40.7204382,-74.0065541,"Beach Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10005, United States",20340,Manhattan,BEACH STREET,POINT (-74.0065541 40.7204382)
112915,40.86757,-73.9265943,"Beak Street, Manhattan Community Board 12, Manhattan, New York County, New York, 10034, United States",12915,Manhattan,BEAK STREET,POINT (-73.9265943 40.86757)
101426,40.7200786,-73.9883599,"Beastie Boys Square, Manhattan Community Board 3, Manhattan, New York County, New York, 10002, United States",01426,Manhattan,BEASTIE BOYS SQUARE,POINT (-73.98835990000001 40.7200786)
112950,40.7052229,-74.0096597,"Beaver Street, Whitehall, Financial District, Manhattan, New York County, New York, 10005, United States",12950,Manhattan,BEAVER STREET,POINT (-74.0096597 40.7052229)
113000,40.7318733,-74.0051276,"Bedford Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States",13000,Manhattan,BEDFORD STREET,POINT (-74.00512759999999 40.7318733)
113010,40.753262,-73.9648503,"Beekman Place, Beekman, Manhattan Community Board 6, Manhattan, New York County, New York, 10022, United States",13010,Manhattan,BEEKMAN PLACE,POINT (-73.96485029999999 40.753262)
113015,40.7117622,-74.0070324,"Beekman Street, Lower Manhattan, Manhattan Community Board 1, Manhattan, New York County, New York, 10000, United States",13015,Manhattan,BEEKMAN STREET,POINT (-74.0070324 40.7117622)
113050,40.7389504,-73.9751960007543,"NYC Health + Hospitals/Bellevue, 462, 1st Avenue, Manhattan Community Board 6, Manhattan, New York County, New York, 10010, United States",13050,Manhattan,BELLEVUE HOSPITAL,POINT (-73.97519600075429 40.7389504)
112480,40.74003965,-73.97805142405133,"Bellevue South Park, Manhattan Community Board 6, Manhattan, New York County, New York, United States",12480,Manhattan,BELLEVUE SOUTH PARK,POINT (-73.97805142405133 40.74003965)
113100,40.7466778,-73.96433010581396,"U Thant Island, Manhattan Community Board 6, Manhattan, New York County, New York, United States",13100,Manhattan,BELMONT ISLAND,POINT (-73.96433010581396 40.7466778)
117850,40.7534472,-73.9786802,"East 43rd Street, Manhattan Community Board 5, Manhattan, New York County, New York, 10017, United States",17850,Manhattan,BEN GURION PLACE,POINT (-73.9786802 40.7534472)
101280,40.773804299999995,-73.98697586605957,"Samuel N. Bennerson 2nd Playground, Upper West Side, Manhattan, New York County, New York, 10023, United States",01280,Manhattan,BENNERSON PARK,POINT (-73.98697586605957 40.77380429999999)
113110,40.8595273,-73.931976,"Bennett Avenue, Hudson Heights, Manhattan, New York County, New York, 10040, United States",13110,Manhattan,BENNETT AVENUE,POINT (-73.93197600000001 40.8595273)
100440,40.85301675,-73.93805440109921,"Bennett Park, Manhattan Community Board 12, Manhattan, New York County, New York, United States",00440,Manhattan,BENNETT PARK,POINT (-73.93805440109921 40.85301675)
112275,40.813637850000006,-73.93863504660965,"Howard Bennett Playground, Harlem, Manhattan, New York County, New York, United States",12275,Manhattan,BENNETT PLAYGROUND,POINT (-73.93863504660965 40.81363785000001)
113115,40.7165663,-74.003263,"Benson Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10013, United States",13115,Manhattan,BENSON STREET,POINT (-74.003263 40.7165663)
100797,40.71023755,-73.99324090564815,"Murry Bergtraum Educational Campus Athletic Field, East River Greenway, Manhattan Community Board 3, Manhattan, New York County, New York, 10002, United States",00797,Manhattan,BERGTRAUM EDUCATIONAL CAMPUS,POINT (-73.99324090564815 40.71023755)
100164,40.71115855,-74.00168515254259,"Murry Bergtraum High School for Business Careers, Madison Street, Lower Manhattan, Manhattan Community Board 1, Manhattan, New York County, New York, 10038, United States",00164,Manhattan,BERGTRAUM HS,POINT (-74.00168515254259 40.71115855)
135070,40.7329472,-73.98314890221626,"Bernstein Pavilion, 1, Nathan D. Perlman Place, Manhattan Community Board 6, Manhattan, New York County, New York, 10003, United States",35070,Manhattan,BERNSTEIN PLACE,POINT (-73.98314890221626 40.7329472)
113605,40.7917702,-73.920154,"Berry Place, Manhattan Community Board 11, Manhattan, New York County, New York, 10454, United States",13605,Manhattan,BERRY PLACE,POINT (-73.920154 40.7917702)
113120,40.7331696,-73.98204642213138,"Mount Sinai Beth Israel, East 15th Street, Manhattan Community Board 6, Manhattan, New York County, New York, 10003, United States",13120,Manhattan,BETH ISRAEL HOSPITAL,POINT (-73.98204642213138 40.7331696)
100961,40.7736274,-73.9710901,"Bethesda Arcade, Manhattan, New York County, New York, 10065, United States",00961,Manhattan,BETHESDA ARCADE,POINT (-73.9710901 40.7736274)
113200,40.832232399999995,-73.94189692956417,"Bethune Gardens, Manhattan, New York County, New York, United States",13200,Manhattan,BETHUNE GARDENS,POINT (-73.94189692956417 40.8322324)
113210,40.7369679,-74.0096495,"Bethune Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States",13210,Manhattan,BETHUNE STREET,POINT (-74.00964949999999 40.7369679)
145390,40.7158586,-73.9828615,"Willett Street, Lower East Side, Manhattan, New York County, New York, 10002, United States",45390,Manhattan,BIALYSTOKER PLACE,POINT (-73.9828615 40.7158586)
128985,40.7491872,-73.9807703,"NYC Thai Wellness Center, 32, East 37th Street, Manhattan Community Board 6, Manhattan, New York County, New York, 10016, United States",28985,Manhattan,BIG APPLE CORNER,POINT (-73.9807703 40.7491872)
112760,40.8252437,-73.93731530404114,"Bill ""Bojangles"" Robinson Playground, Harlem, Manhattan, New York County, New York, United States",12760,Manhattan,BILL 'BOJANGLES' ROBINSON PARK,POINT (-73.93731530404114 40.8252437)
197780,40.7591931,-73.9643494,"Queensboro Bridge Approach, Sutton, Manhattan Community Board 6, Manhattan, New York County, New York, 10155, United States",97780,Manhattan,BK BR APPROACH,POINT (-73.9643494 40.7591931)
112260,40.789107,-73.94397433178014,"Blake Hobbs Playground, East 104th Street, Manhattan Community Board 11, Manhattan, New York County, New York, 10029, United States",12260,Manhattan,BLAKE HOBBS PLAYGROUND,POINT (-73.94397433178014 40.789107)
112430,40.7364971,-74.0055016,"Bleecker Playground, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States",12430,Manhattan,BLEECKER PLAYGROUND,POINT (-74.0055016 40.7364971)
113310,40.7311801,-74.0029626,"Bleecker Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States",13310,Manhattan,BLEECKER STREET,POINT (-74.0029626 40.7311801)
113320,40.7405284,-74.0099439,"Bloomfield Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10014, United States",13320,Manhattan,BLOOMFIELD STREET,POINT (-74.0099439 40.7405284)
126296,40.71843905,-74.01187041273622,"Borough of Manhattan Community College, West Street, Manhattan Community Board 1, Manhattan, New York County, New York, 10282, United States",26296,Manhattan,BMCC,POINT (-74.01187041273622 40.71843905)
110750,40.7856757,-73.9860010931234,"West 79th Street Boat Basin, Hudson River Greenway, Upper West Side, Manhattan, New York County, New York, 10024, United States",10750,Manhattan,BOAT BASIN,POINT (-73.98600109312341 40.7856757)
113410,40.8595003,-73.9280974,"Bogardus Place, Manhattan Community Board 12, Manhattan, New York County, New York, 10040, United States",13410,Manhattan,BOGARDUS PLACE,POINT (-73.9280974 40.8595003)
135830,40.7995802,-73.9696725,"West 103rd Street, Bloomingdale, Manhattan Community Board 7, Manhattan, New York County, New York, 10205, United States",35830,Manhattan,BOGART PLACE,POINT (-73.9696725 40.7995802)
113430,40.7269405,-73.9947295,"Bond Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10012, United States",13430,Manhattan,BOND STREET,POINT (-73.99472950000001 40.7269405)
100726,40.77576035,-73.97176891989135,"Bow Bridge, Manhattan, New York County, New York, 10023, United States",00726,Manhattan,BOW BRIDGE,POINT (-73.97176891989135 40.77576035)
113460,40.7242659,-73.9924747,"Bowery, East Village, Manhattan, New York County, New York, 10012, United States",13460,Manhattan,BOWERY,POINT (-73.9924747 40.7242659)
101296,40.80977665,-73.94295056296066,"Edward R. Bowman Park, West 129th Street, Manhattan Community Board 10, Manhattan, New York County, New York, 10027, United States",01296,Manhattan,BOWMAN PARK,POINT (-73.94295056296066 40.80977665)
113510,40.8264173,-73.9405881,"Bradhurst Avenue, Harlem, Manhattan, New York County, New York, 10039, United States",13510,Manhattan,BRADHURST AVENUE,POINT (-73.9405881 40.8264173)
101217,40.82767655000001,-73.93932133210498,"Bradhurst Avenue Garden, West 152nd Street, Harlem, Manhattan, New York County, New York, 10039, United States",01217,Manhattan,BRADHURST AVENUE GARDEN,POINT (-73.93932133210498 40.82767655000001)
113550,40.7036082,-74.0137683,"Bridge Street, Whitehall, Financial District, Manhattan, New York County, New York, 10004, United States",13550,Manhattan,BRIDGE STREET,POINT (-74.0137683 40.7036082)
101218,40.7222743,-73.98148132810107,"Brisas del Caribe, 237, East 3rd Street, Alphabet City, East Village, Manhattan, New York County, New York, 10009, United States",01218,Manhattan,BRISAS DEL CARIBE GARDEN,POINT (-73.98148132810107 40.7222743)
112250,40.70479745,-74.00942441760432,"The Queen Elizabeth II September 11th Garden, 11, Financial District, Manhattan, New York County, New York, 10005, United States",12250,Manhattan,BRITISH GARDEN AT HANOVER SQUARE,POINT (-74.00942441760432 40.70479745)
113590,40.7019081,-74.0111985,"Broad Street, Whitehall, Financial District, Manhattan, New York County, New York, 10004, United States",13590,Manhattan,BROAD STREET,POINT (-74.01119850000001 40.7019081)
113610,40.849541,-73.936397,"Broadway, Manhattan Community Board 12, Manhattan, New York County, New York, 10034, United States",13610,Manhattan,BROADWAY,POINT (-73.936397 40.849541)
113612,40.7414759,-73.9818987,"Broadway Alley, Manhattan Community Board 6, Manhattan, New York County, New York, 10010, United States",13612,Manhattan,BROADWAY ALLEY,POINT (-73.9818987 40.7414759)
113613,40.70654515,-74.0132687892857,"45 Broadway Atrium, 45, Broadway, Whitehall, Manhattan Community Board 1, Manhattan, New York County, New York, 10006, United States",13613,Manhattan,BROADWAY ATRIUM,POINT (-74.0132687892857 40.70654515)
111900,40.769330999999994,-73.98210945989017,"Broadway Malls, Broadway, Manhattan Community Board 7, Manhattan, New York County, New York, 10107, United States",11900,Manhattan,BROADWAY MALLS,POINT (-73.98210945989017 40.76933099999999)
113710,40.8569674,-73.9314151,"Broadway Terrace, Manhattan Community Board 12, Manhattan, New York County, New York, 10040, United States",13710,Manhattan,BROADWAY TERRACE,POINT (-73.9314151 40.8569674)
125076,40.7332834,-73.99462651654939,"NYU Edgar M Bronfman Center for Jewish Student Life, 7, East 10th Street, Greenwich Village, Manhattan, New York County, New York, 10003, United States",25076,Manhattan,BRONFMAN CENTER,POINT (-73.99462651654939 40.7332834)
113790,40.8007496,-73.9242453,"Bronx Shore Fields, RFK North Side Path, Manhattan Community Board 11, Manhattan, New York County, New York, 10454, United States",13790,Manhattan,BRONX SHORE FIELDS,POINT (-73.9242453 40.8007496)
113385,40.7998544,-73.9227614,"Bronx Shore Road, Manhattan Community Board 11, Manhattan, New York County, New York, 10454, United States",13385,Manhattan,BRONX SHORE ROAD,POINT (-73.9227614 40.7998544)
100098,40.877413,-73.91306128729715,"Bronx Theatre High School, 99, Teunissen Place, Marble Hill, Manhattan, New York County, New York, 10463, United States",00098,Manhattan,BRONX THEATRE HIGH SCHOOL,POINT (-73.91306128729715 40.877413)
101047,40.69828875,-73.99992969881788,"Brooklyn Bridge Park, 334, Kings County, New York County, New York, 11201, United States",01047,Manhattan,BROOKLYN BRIDGE PARK,POINT (-73.99992969881788 40.69828875)
101259,40.7030488,-73.9954996,"Brooklyn Bridge Park Greenway, Manhattan Community Board 1, Manhattan, New York County, New York, 10038, United States",01259,Manhattan,BROOKLYN BRIDGE PARK GREENWAY,POINT (-73.9954996 40.7030488)
111615,40.759975299999994,-73.98696639245696,"Lena Horne Theatre, 256, West 47th Street, Clinton, Times Square, Manhattan, New York County, New York, 10036, United States",11615,Manhattan,BROOKS SQUARE,POINT (-73.98696639245696 40.75997529999999)
113810,40.7243133,-74.004957,"Broome Street, Manhattan Community Board 2, Manhattan, New York County, New York, 10005, United States",13810,Manhattan,BROOME STREET,POINT (-74.004957 40.7243133)
111685,40.870111949999995,-73.9178416529989,"Bruce Reynolds Garden, Park Terrace East, Manhattan Community Board 12, Manhattan, New York County, New York, 10034, United States",11685,Manhattan,BRUCE REYNOLDS GARDEN,POINT (-73.9178416529989 40.87011194999999)
113645,40.7907572,-73.9178298,"Brunn Street, Manhattan Community Board 11, Manhattan, New York County, New York, 10454, United States",13645,Manhattan,BRUNN STREET,POINT (-73.91782980000001 40.7907572)
113950,40.75375085,-73.98354279430387,"Bryant Park, West 41st Street, Manhattan Community Board 5, Manhattan, New York County, New York, 10018, United States",13950,Manhattan,BRYANT PARK,POINT (-73.98354279430387 40.75375085)
112200,40.74930525,-73.96976494062946,"Ralph Bunche Park, Manhattan Community Board 6, Manhattan, New York County, New York, United States",12200,Manhattan,BUNCHE PARK,POINT (-73.96976494062946 40.74930525)
100232,40.8107554,-73.9562475,"Public School 125 — The Ralph Bunche School, West 123rd Street, Manhattan Community Board 9, Manhattan, New York County, New York, 10027, United States",00232,Manhattan,BUNCHE PUBLIC SCHOOL,POINT (-73.9562475 40.8107554)
